UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power_Consumption_kWh,Machine_Load_Percent,Energy_Cost_INR,Carbon_Emission_kgCO2,Production_Output_Units,Estimated_Downtime_Hours,Estimated_Loss_INR
2743,L49922,L,299.6,309.1,1369,51.4,164,0,0,0,0,0,0,13.29,65.6,106.32,10.9,68,0.0,0
2744,L49923,L,299.6,309.1,1476,45.3,166,0,0,0,0,0,0,13.39,59.8,107.12,10.98,77,0.0,0
2745,L49924,L,299.7,309.2,1620,30.0,168,0,0,0,0,0,0,12.55,23.3,100.4,10.29,89,0.0,0
2746,M17605,M,299.7,309.1,1603,38.5,170,0,0,0,0,0,0,13.56,46.2,108.48,11.12,88,0.0,0
2747,L49926,L,299.7,309.2,1411,46.1,173,0,0,0,0,0,0,12.93,59.3,103.44,10.6,71,0.0,0
2748,L49927,L,299.7,309.2,1616,31.6,175,0,0,0,0,0,0,12.73,32.4,101.84,10.44,89,0.0,0
2749,L49928,L,299.7,309.2,1631,35.1,177,0,0,0,0,0,0,13.34,44.9,106.72,10.94,90,0.0,0
2750,M17609,M,299.7,309.2,1685,28.9,179,1,0,0,0,0,0,12.96,33.5,103.68,10.63,95,3.8,152000
2751,H32164,H,299.7,309.2,1456,40.6,182,0,0,0,0,0,0,12.57,59.3,100.56,10.31,75,0.0,0
2752,L49931,L,299.7,309.1,1417,50.1,187,0,0,0,0,0,0,13.53,71.5,108.24,11.09,72,0.0,0
2753,M17612,M,299.7,309.1,1851,24.7,189,0,0,0,0,0,0,13.83,26.4,110.64,11.34,110,0.0,0
2754,L49933,L,299.7,309.1,1715,27.8,192,0,0,0,0,0,0,13.07,32.2,104.56,10.72,98,0.0,0
2755,H32168,H,299.6,309.1,1630,32.3,194,0,0,0,0,0,0,12.95,38.8,103.6,10.62,90,0.0,0
2756,L49935,L,299.7,309.2,1478,38.8,199,0,0,0,0,0,0,12.51,45.8,100.08,10.26,77,0.0,0
2757,L49936,L,299.7,309.2,1781,29.6,201,0,0,0,0,0,0,13.9,36.4,111.2,11.4,104,0.0,0
2758,L49937,L,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,11.8,40.6,94.4,9.68,74,0.0,0
2759,M17618,M,299.7,309.2,1412,45.3,205,0,0,0,0,0,0,12.83,51.4,102.64,10.52,71,0.0,0
2760,L49939,L,299.7,309.1,1483,41.1,208,0,0,0,0,0,0,12.87,54.3,102.96,10.55,78,0.0,0
2761,L49940,L,299.8,309.2,1400,42.6,210,0,0,0,0,0,0,12.36,56.4,98.88,10.14,70,0.0,0
2762,L49941,L,299.8,309.3,1299,65.1,212,1,0,0,0,1,0,14.56,80.2,116.48,11.94,61,3.0,120000
2763,L49942,L,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,13.29,60.2,106.32,10.9,77,0.0,0
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0,13.82,56.9,110.56,11.33,78,0.0,0
2765,M17624,M,299.9,309.3,1389,52.8,0,0,0,0,0,0,0,13.66,68.6,109.28,11.2,69,0.0,0
2766,M17625,M,299.9,309.4,1399,54.8,3,0,0,0,0,0,0,14.02,74.2,112.16,11.5,70,0.0,0
2767,M17626,M,299.9,309.4,1889,26.0,6,0,0,0,0,0,0,14.34,30.3,114.72,11.76,113,0.0,0
2768,L49947,L,300.0,309.5,1925,21.9,9,0,0,0,0,0,0,14.1,27.1,112.8,11.56,116,0.0,0
2769,L49948,L,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,13.05,33.7,104.4,10.7,94,0.0,0
2770,M17629,M,300.0,309.6,1477,38.1,13,0,0,0,0,0,0,12.41,46.1,99.28,10.18,77,0.0,0
2771,L49950,L,300.0,309.6,1364,45.9,16,0,0,0,0,0,0,12.49,56.8,99.92,10.24,67,0.0,0
2772,L49951,L,299.9,309.5,1451,39.4,18,0,0,0,0,0,0,12.36,45.2,98.88,10.14,75,0.0,0
2773,L49952,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0,12.75,50.5,102.0,10.46,76,0.0,0
2774,L49953,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0,13.59,17.9,108.72,11.14,110,0.0,0
2775,L49954,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0,13.35,46.9,106.8,10.95,84,0.0,0
2776,L49955,L,300.1,309.4,1560,47.7,26,0,0,0,0,0,0,14.45,58.9,115.6,11.85,84,0.0,0
2777,L49956,L,300.1,309.4,1453,47.6,28,0,0,0,0,0,0,13.5,58.9,108.0,11.07,75,0.0,0
2778,L49957,L,300.1,309.4,1464,41.7,30,0,0,0,0,0,0,12.79,50.9,102.32,10.49,76,0.0,0
2779,L49958,L,300.0,309.4,1308,50.2,32,0,0,0,0,0,0,12.6,63.4,100.8,10.33,62,0.0,0
2780,L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,13.09,67.1,104.72,10.73,66,0.0,0
2781,M17640,M,300.2,309.6,1556,35.8,36,0,0,0,0,0,0,12.78,48.3,102.24,10.48,84,0.0,0
2782,L49961,L,300.2,309.5,2183,17.8,39,0,0,0,0,0,0,15.79,16.0,126.32,12.95,139,0.0,0
2783,M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,0,13.04,46.2,104.32,10.69,78,0.0,0
2784,M17643,M,300.2,309.6,1528,35.1,44,0,0,0,0,0,0,12.44,37.8,99.52,10.2,81,0.0,0
2785,L49964,L,300.2,309.6,1430,52.7,47,0,0,0,0,0,0,14.0,64.7,112.0,11.48,73,0.0,0
2786,L49965,L,300.2,309.5,1495,32.6,49,0,0,0,0,0,0,11.81,37.8,94.48,9.68,79,0.0,0
2787,M17646,M,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,12.4,29.8,99.2,10.17,90,0.0,0
2788,M17647,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,0,12.86,41.0,102.88,10.55,81,0.0,0
2789,L49968,L,300.3,309.6,1326,52.4,57,0,0,0,0,0,0,13.06,64.5,104.48,10.71,64,0.0,0
2790,H32203,H,300.3,309.5,1438,44.0,59,0,0,0,0,0,0,12.88,56.1,103.04,10.56,74,0.0,0
2791,L49970,L,300.4,309.6,1356,45.9,64,0,0,0,0,0,0,12.42,60.8,99.36,10.18,66,0.0,0
2792,H32205,H,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,12.59,51.5,100.72,10.32,72,0.0,0
2793,L49972,L,300.4,309.7,1584,32.6,71,0,0,0,0,0,0,12.59,37.5,100.72,10.32,86,0.0,0
2794,L49973,L,300.3,309.6,1597,31.8,73,0,0,0,0,0,0,12.59,33.8,100.72,10.32,87,0.0,0
2795,L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0,13.87,54.9,110.96,11.37,84,0.0,0
2796,M17655,M,300.3,309.5,1405,49.4,77,0,0,0,0,0,0,13.33,58.4,106.64,10.93,71,0.0,0
2797,L49976,L,300.2,309.5,1539,35.3,80,0,0,0,0,0,0,12.57,46.1,100.56,10.31,82,0.0,0
2798,M17657,M,300.3,309.6,1398,53.7,82,0,0,0,0,0,0,13.86,59.6,110.88,11.37,70,0.0,0
2799,L49978,L,300.3,309.6,1568,39.6,85,0,0,0,0,0,0,13.41,47.4,107.28,11.0,85,0.0,0
2800,L49979,L,300.3,309.6,1404,44.6,87,0,0,0,0,0,0,12.66,57.5,101.28,10.38,71,0.0,0
2801,M17660,M,300.2,309.5,1500,45.7,89,0,0,0,0,0,0,13.65,58.5,109.2,11.19,79,0.0,0
2802,M17661,M,300.2,309.5,1642,28.8,92,0,0,0,0,0,0,12.57,47.8,100.56,10.31,91,0.0,0
2803,M17662,M,300.3,309.6,1509,46.6,95,0,0,0,0,0,0,13.86,60.5,110.88,11.37,80,0.0,0
2804,L49983,L,300.2,309.5,1343,50.2,98,0,0,0,0,0,0,12.9,58.7,103.2,10.58,65,0.0,0
2805,L49984,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,12.45,49.4,99.6,10.21,75,0.0,0
2806,L49985,L,300.0,309.4,1460,43.5,102,0,0,0,0,0,0,13.0,45.7,104.0,10.66,75,0.0,0
2807,L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0,11.85,51.0,94.8,9.72,67,0.0,0
2808,M17667,M,299.9,309.3,1452,41.9,106,0,0,0,0,0,0,12.71,48.2,101.68,10.42,75,0.0,0
2809,L49988,L,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,12.87,56.8,102.96,10.55,76,0.0,0
2810,L49989,L,299.9,309.2,1598,34.6,111,0,0,0,0,0,0,12.99,39.6,103.92,10.65,88,0.0,0
2811,L49990,L,299.8,309.1,1772,24.8,113,0,0,0,0,0,0,13.16,28.3,105.28,10.79,103,0.0,0
2812,L49991,L,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,13.17,26.8,105.36,10.8,102,0.0,0
2813,M17672,M,300.0,309.3,1413,40.7,117,0,0,0,0,0,0,12.21,59.4,97.68,10.01,71,0.0,0
2814,L49993,L,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,13.86,24.2,110.88,11.37,113,0.0,0
2815,L49994,L,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,14.22,81.6,113.76,11.66,70,0.0,0
2816,M17675,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,0,12.32,42.3,98.56,10.1,85,0.0,0
2817,L49996,L,300.1,309.4,1434,47.3,127,0,0,0,0,0,0,13.3,62.2,106.4,10.91,73,0.0,0
2818,L49997,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,12.3,53.1,98.4,10.09,72,0.0,0
2819,L49998,L,300.2,309.5,1729,28.4,131,0,0,0,0,0,0,13.28,35.8,106.24,10.89,99,0.0,0
2820,L49999,L,300.2,309.5,1356,51.1,133,0,0,0,0,0,0,13.14,55.3,105.12,10.77,66,0.0,0
2821,L50000,L,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,13.52,60.4,108.16,11.09,73,0.0,0
2822,M17681,M,300.3,309.6,1419,42.5,137,0,0,0,0,0,0,12.51,57.4,100.08,10.26,72,0.0,0
2823,L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,13.42,46.9,107.36,11.0,87,0.0,0
2824,M17683,M,300.3,309.5,1320,62.2,142,0,0,0,0,0,0,14.35,73.2,114.8,11.77,63,0.0,0
2825,M17684,M,300.3,309.5,1448,42.4,145,0,0,0,0,0,0,12.75,52.8,102.0,10.46,74,0.0,0
2826,L50005,L,300.3,309.4,1470,33.5,148,0,0,0,0,0,0,11.72,49.3,93.76,9.61,76,0.0,0
2827,M17686,M,300.3,309.4,1612,33.1,150,0,0,0,0,0,0,12.9,46.5,103.2,10.58,89,0.0,0
2828,L50007,L,300.4,309.4,1412,51.6,153,0,0,0,0,0,0,13.7,65.3,109.6,11.23,71,0.0,0
2829,M17688,M,300.4,309.4,1875,23.9,155,0,0,0,0,0,0,13.93,32.4,111.44,11.42,112,0.0,0
2830,L50009,L,300.3,309.3,1612,36.0,158,0,0,0,0,0,0,13.3,42.4,106.4,10.91,89,0.0,0
2831,M17690,M,300.4,309.3,1411,41.6,160,0,0,0,0,0,0,12.31,43.4,98.48,10.09,71,0.0,0
2832,M17691,M,300.3,309.2,1490,47.9,163,0,0,0,0,0,0,13.87,56.0,110.96,11.37,78,0.0,0
2833,M17692,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,12.62,58.0,100.96,10.35,76,0.0,0
2834,L50013,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,13.68,29.7,109.44,11.22,106,0.0,0
2835,L50014,L,300.3,309.1,1368,46.0,171,0,0,0,0,0,0,12.54,56.8,100.32,10.28,67,0.0,0
2836,L50015,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,12.4,37.2,99.2,10.17,85,0.0,0
2837,M17696,M,300.3,309.1,1458,44.3,175,0,0,0,0,0,0,13.1,65.2,104.8,10.74,75,0.0,0
2838,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,13.28,44.5,106.24,10.89,96,0.0,0
2839,L50018,L,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,12.61,60.1,100.88,10.34,77,0.0,0
2840,M17699,M,300.4,309.4,1362,42.1,182,0,0,0,0,0,0,11.95,51.8,95.6,9.8,67,0.0,0
2841,H32254,H,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,12.61,49.7,100.88,10.34,78,0.0,0
2842,L50021,L,300.3,309.4,1705,29.4,190,0,0,0,0,0,0,13.21,27.6,105.68,10.83,97,0.0,0
2843,L50022,L,300.3,309.3,1345,53.5,192,0,0,0,0,0,0,13.37,75.7,106.96,10.96,65,0.0,0
2844,L50023,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,13.18,44.2,105.44,10.81,82,0.0,0
2845,L50024,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,13.52,44.2,108.16,11.09,92,0.0,0
2846,L50025,L,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,13.96,64.0,111.68,11.45,70,0.0,0
2847,L50026,L,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,12.76,53.4,102.08,10.46,71,0.0,0
2848,L50027,L,300.4,309.3,1525,39.6,202,0,0,0,0,0,0,13.03,45.0,104.24,10.68,81,0.0,0
2849,M17708,M,300.3,309.3,1391,57.9,204,0,0,0,0,0,0,14.38,71.3,115.04,11.79,69,0.0,0
2850,L50029,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,13.57,30.8,108.56,11.13,102,0.0,0
2851,L50030,L,300.4,309.3,1671,35.0,209,0,0,0,0,0,0,13.68,40.1,109.44,11.22,94,0.0,0
2852,L50031,L,300.5,309.3,1373,48.8,211,0,0,0,0,0,0,12.97,66.0,103.76,10.64,68,0.0,0
2853,M17712,M,300.5,309.4,1347,50.1,213,0,0,0,0,0,0,12.92,58.1,103.36,10.59,66,0.0,0
2854,M17713,M,300.5,309.3,1539,39.1,216,0,0,0,0,0,0,13.09,49.6,104.72,10.73,82,0.0,0
2855,L50034,L,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,12.72,56.9,101.76,10.43,76,0.0,0
2856,L50035,L,300.5,309.3,1528,37.0,221,0,0,0,0,0,0,12.7,43.0,101.6,10.41,81,0.0,0
2857,H32270,H,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,13.33,53.3,106.64,10.93,76,0.0,0
2858,M17717,M,300.4,309.2,1528,37.2,228,0,0,0,0,0,0,12.73,44.7,101.84,10.44,81,0.0,0
2859,L50038,L,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,13.73,71.4,109.84,11.26,72,6.6,264000
2860,L50039,L,300.6,309.4,1549,43.4,233,0,0,0,0,0,0,13.77,55.4,110.16,11.29,83,0.0,0
2861,H32274,H,300.6,309.4,1463,49.2,235,0,0,0,0,0,0,13.81,59.7,110.48,11.32,76,0.0,0
2862,L50041,L,300.7,309.5,1479,43.6,240,0,0,0,0,0,0,13.18,57.1,105.44,10.81,77,0.0,0
2863,L50042,L,300.6,309.5,1867,23.0,242,0,0,0,0,0,0,13.74,20.9,109.92,11.27,111,0.0,0
2864,L50043,L,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,13.18,58.8,105.44,10.81,76,0.0,0
2865,H32278,H,300.6,309.4,1380,47.6,246,1,1,0,0,0,0,12.87,62.2,102.96,10.55,69,7.4,296000
2866,H32279,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0,12.94,38.2,103.52,10.61,90,0.0,0
2867,L50046,L,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,14.56,19.0,116.48,11.94,122,0.0,0
2868,H32281,H,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,13.08,57.0,104.64,10.73,69,0.0,0
2869,L50048,L,300.8,309.7,1418,46.6,12,0,0,0,0,0,0,13.06,61.5,104.48,10.71,72,0.0,0
2870,L50049,L,300.8,309.7,1519,35.8,14,0,0,0,0,0,0,12.46,50.1,99.68,10.22,81,0.0,0
2871,M17730,M,300.8,309.7,1519,39.7,16,0,0,0,0,0,0,13.0,46.1,104.0,10.66,81,0.0,0
2872,M17731,M,300.7,309.6,1536,37.2,19,0,0,0,0,0,0,12.8,48.2,102.4,10.5,82,0.0,0
2873,L50052,L,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,12.89,23.8,103.12,10.57,95,0.0,0
2874,H32287,H,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,13.06,43.9,104.48,10.71,84,0.0,0
2875,L50054,L,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,13.94,62.8,111.52,11.43,76,0.0,0
2876,M17735,M,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,13.94,22.9,111.52,11.43,112,0.0,0
2877,M17736,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0,12.25,32.0,98.0,10.04,86,0.0,0
2878,M17737,M,300.5,309.4,1655,32.1,37,0,0,0,0,0,0,13.14,35.5,105.12,10.77,93,0.0,0
2879,H32292,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,12.11,43.4,96.88,9.93,79,0.0,0
2880,M17739,M,300.6,309.4,1367,63.2,45,1,0,0,1,0,0,14.9,80.7,119.2,12.22,67,2.7,108000
2881,L50060,L,300.7,309.5,1541,37.2,48,0,0,0,0,0,0,12.84,34.7,102.72,10.53,83,0.0,0
2882,M17741,M,300.6,309.6,1588,37.0,50,0,0,0,0,0,0,13.23,35.0,105.84,10.85,87,0.0,0
2883,L50062,L,300.6,309.6,1684,32.8,53,0,0,0,0,0,0,13.49,36.8,107.92,11.06,95,0.0,0
2884,L50063,L,300.6,309.5,1437,40.0,55,0,0,0,0,0,0,12.32,52.0,98.56,10.1,73,0.0,0
2885,L50064,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,12.41,39.3,99.28,10.18,71,0.0,0
2886,M17745,M,300.5,309.5,1320,49.9,59,0,0,0,0,0,0,12.66,60.8,101.28,10.38,63,0.0,0
2887,H32300,H,300.5,309.5,1635,34.2,62,0,0,0,0,0,0,13.25,39.1,106.0,10.86,91,0.0,0
2888,M17747,M,300.5,309.5,1691,27.6,67,0,0,0,0,0,0,12.84,39.6,102.72,10.53,96,0.0,0
2889,M17748,M,300.6,309.6,1365,50.0,70,0,0,0,0,0,0,13.07,61.5,104.56,10.72,67,0.0,0
2890,M17749,M,300.7,309.7,1523,38.2,73,0,0,0,0,0,0,12.82,49.2,102.56,10.51,81,0.0,0
2891,L50070,L,300.6,309.7,1593,32.4,76,0,0,0,0,0,0,12.64,40.0,101.12,10.36,87,0.0,0
2892,L50071,L,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,13.18,26.3,105.44,10.81,95,0.0,0
2893,L50072,L,300.7,309.6,1329,54.3,80,0,0,0,0,0,0,13.34,73.2,106.72,10.94,64,0.0,0
2894,M17753,M,300.7,309.6,1568,35.2,82,0,0,0,0,0,0,12.81,44.2,102.48,10.5,85,0.0,0
2895,L50074,L,300.7,309.6,1733,24.8,85,0,0,0,0,0,0,12.82,31.4,102.56,10.51,99,0.0,0
2896,M17755,M,300.7,309.6,1473,48.1,87,0,0,0,0,0,0,13.75,80.5,110.0,11.27,77,0.0,0
2897,M17756,M,300.7,309.5,1633,31.3,90,0,0,0,0,0,0,12.84,27.4,102.72,10.53,91,0.0,0
2898,M17757,M,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,13.16,58.6,105.28,10.79,82,0.0,0
2899,M17758,M,300.6,309.5,1550,40.2,96,0,0,0,0,0,0,13.34,48.6,106.72,10.94,83,0.0,0
2900,L50079,L,300.6,309.4,1410,40.6,99,0,0,0,0,0,0,12.17,52.0,97.36,9.98,71,0.0,0
2901,L50080,L,300.5,309.3,1574,33.5,101,0,0,0,0,0,0,12.62,40.6,100.96,10.35,85,0.0,0
2902,L50081,L,300.6,309.4,1425,40.3,103,0,0,0,0,0,0,12.26,48.0,98.08,10.05,72,0.0,0
2903,M17762,M,300.6,309.4,1541,35.2,105,0,0,0,0,0,0,12.57,40.3,100.56,10.31,83,0.0,0
2904,M17763,M,300.7,309.5,1733,26.7,108,0,0,0,0,0,0,13.08,33.1,104.64,10.73,99,0.0,0
2905,L50084,L,300.6,309.4,2496,13.5,111,0,0,0,0,0,0,17.93,5.7,143.44,14.7,166,0.0,0
2906,L50085,L,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,12.83,48.5,102.64,10.52,84,0.0,0
2907,L50086,L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,11.9,45.9,95.2,9.76,71,0.0,0
2908,M17767,M,300.6,309.4,1581,35.7,117,0,0,0,0,0,0,12.99,38.2,103.92,10.65,86,0.0,0
2909,L50088,L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,13.43,74.8,107.44,11.01,57,0.0,0
2910,L50089,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,13.43,61.6,107.44,11.01,79,0.0,0
2911,L50090,L,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,13.37,45.4,106.96,10.96,86,0.0,0
2912,M17771,M,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,12.13,57.0,97.04,9.95,66,0.0,0
2913,L50092,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,12.94,32.7,103.52,10.61,93,0.0,0
2914,L50093,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,12.49,46.1,99.92,10.24,83,0.0,0
2915,H32328,H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,13.58,26.4,108.64,11.14,113,0.0,0
2916,L50095,L,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,13.77,89.3,110.16,11.29,58,0.0,0
2917,L50096,L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,12.31,51.0,98.48,10.09,71,0.0,0
2918,L50097,L,300.6,309.5,1516,39.0,142,0,0,0,0,0,0,12.87,51.7,102.96,10.55,80,0.0,0
2919,M17778,M,300.6,309.5,1492,34.0,144,0,0,0,0,0,0,11.98,42.0,95.84,9.82,78,0.0,0
2920,L50099,L,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,13.47,42.5,107.76,11.05,99,0.0,0
2921,L50100,L,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,12.86,37.5,102.88,10.55,88,0.0,0
2922,L50101,L,300.8,309.8,1657,31.1,151,0,0,0,0,0,0,13.02,41.2,104.16,10.68,93,0.0,0
2923,L50102,L,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,12.44,46.1,99.52,10.2,77,0.0,0
2924,M17783,M,300.7,309.7,1397,51.3,155,0,0,0,0,0,0,13.52,64.9,108.16,11.09,70,0.0,0
2925,L50104,L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0,13.12,56.1,104.96,10.76,76,0.0,0
2926,M17785,M,300.7,309.6,1388,51.1,160,0,0,0,0,0,0,13.42,66.2,107.36,11.0,69,0.0,0
2927,L50106,L,300.7,309.7,1507,52.4,163,0,0,0,0,0,0,14.64,66.2,117.12,12.0,80,0.0,0
2928,M17787,M,300.7,309.6,1421,49.8,165,0,0,0,0,0,0,13.53,64.3,108.24,11.09,72,0.0,0
2929,M17788,M,300.8,309.7,1258,54.9,168,0,0,0,0,0,0,12.81,78.1,102.48,10.5,58,0.0,0
2930,M17789,M,300.8,309.7,1482,39.0,171,0,0,0,0,0,0,12.58,53.3,100.64,10.32,77,0.0,0
2931,H32344,H,300.7,309.6,1403,51.3,174,0,0,0,0,0,0,13.58,69.6,108.64,11.14,71,0.0,0
2932,L50111,L,300.8,309.7,1373,45.4,179,0,0,0,0,0,0,12.5,54.9,100.0,10.25,68,0.0,0
2933,L50112,L,300.9,309.7,1460,42.1,181,0,0,0,0,0,0,12.81,48.2,102.48,10.5,75,0.0,0
2934,M17793,M,300.8,309.7,1751,27.9,183,0,0,0,0,0,0,13.4,37.9,107.2,10.99,101,0.0,0
2935,M17794,M,300.8,309.6,1546,42.3,186,0,0,0,0,0,0,13.59,57.3,108.72,11.14,83,0.0,0
2936,M17795,M,300.8,309.7,1680,28.2,189,0,0,0,0,0,0,12.82,40.9,102.56,10.51,95,0.0,0
2937,M17796,M,300.9,309.7,1394,48.8,192,0,0,0,0,0,0,13.15,58.8,105.2,10.78,70,0.0,0
2938,L50117,L,300.7,309.6,1810,26.0,195,0,0,0,0,0,0,13.65,29.3,109.2,11.19,106,0.0,0
2939,L50118,L,300.7,309.5,1479,34.5,197,0,0,0,0,0,0,11.93,34.0,95.44,9.78,77,0.0,0
2940,L50119,L,300.9,309.7,1431,41.4,199,0,0,0,0,0,0,12.46,49.7,99.68,10.22,73,0.0,0
2941,L50120,L,300.9,309.7,2355,14.4,201,0,0,0,0,0,0,16.82,19.5,134.56,13.79,154,0.0,0
2942,M17801,M,300.7,309.6,1996,19.8,203,1,1,0,0,0,0,14.43,19.6,115.44,11.83,122,4.9,196000
2943,L50122,L,300.7,309.5,1461,49.9,0,0,0,0,0,0,0,13.89,66.5,111.12,11.39,76,0.0,0
2944,H32357,H,300.7,309.5,2007,19.7,2,0,0,0,0,0,0,14.51,20.9,116.08,11.9,123,0.0,0
2945,L50124,L,300.7,309.6,1505,34.9,7,0,0,0,0,0,0,12.21,44.3,97.68,10.01,79,0.0,0
2946,H32359,H,300.7,309.6,1925,20.5,9,0,0,0,0,0,0,13.9,17.2,111.2,11.4,116,0.0,0
2947,M17806,M,300.7,309.5,1622,30.5,14,0,0,0,0,0,0,12.63,37.1,101.04,10.36,90,0.0,0
2948,L50127,L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,12.16,19.7,97.28,9.97,87,0.0,0
2949,L50128,L,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,13.8,27.5,110.4,11.32,110,0.0,0
2950,M17809,M,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,13.8,53.5,110.4,11.32,76,0.0,0
2951,M17810,M,300.7,309.5,1445,46.4,24,0,0,0,0,0,0,13.27,64.5,106.16,10.88,74,0.0,0
2952,L50131,L,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,13.26,41.4,106.08,10.87,95,0.0,0
2953,H32366,H,300.7,309.5,1667,30.5,29,0,0,0,0,0,0,13.02,39.0,104.16,10.68,94,0.0,0
2954,L50133,L,300.7,309.5,1578,35.4,34,0,0,0,0,0,0,12.92,51.0,103.36,10.59,86,0.0,0
2955,H32368,H,300.6,309.4,1691,28.0,36,0,0,0,0,0,0,12.89,28.5,103.12,10.57,96,0.0,0
2956,M17815,M,300.7,309.5,1439,43.8,41,0,0,0,0,0,0,12.86,63.7,102.88,10.55,74,0.0,0
2957,M17816,M,300.8,309.6,1404,38.7,44,0,0,0,0,0,0,11.85,52.6,94.8,9.72,71,0.0,0
2958,L50137,L,300.8,309.6,1498,45.8,47,0,0,0,0,0,0,13.65,56.5,109.2,11.19,79,0.0,0
2959,M17818,M,300.8,309.5,1481,44.5,49,0,0,0,0,0,0,13.32,61.6,106.56,10.92,77,0.0,0
2960,M17819,M,300.7,309.4,1589,35.0,52,0,0,0,0,0,0,12.96,37.3,103.68,10.63,87,0.0,0
2961,L50140,L,300.7,309.5,1467,44.3,55,0,0,0,0,0,0,13.17,51.5,105.36,10.8,76,0.0,0
2962,L50141,L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,13.23,36.8,105.84,10.85,92,0.0,0
2963,L50142,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,12.93,46.9,103.44,10.6,80,0.0,0
2964,M17823,M,300.7,309.6,1439,43.0,61,0,0,0,0,0,0,12.75,48.6,102.0,10.46,74,0.0,0
2965,L50144,L,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,13.22,42.5,105.76,10.84,96,0.0,0
